id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price_log,effective_year,sale_year,house_age,living_to_lot_ratio,lat_long_interaction,dist_to_center,geo_cluster
6116500075,2015-03-26,673000,4,2.5,2990,10400,2.0,0,0,3,9,2990,0,2002,0,98166,47.4508,-122.359,2140,17449,13.419502094509863,2002,2015,13,0.2875,-5806.0324372,0.1818730260363579,1
9828200187,2015-04-29,370000,2,1.0,750,2020,1.0,0,0,3,7,750,0,1908,1995,98122,47.6175,-122.301,1630,2383,12.821260987319457,1995,2015,20,0.3712871287128713,-5823.6678675,0.10378911206790423,3
7875200005,2015-01-15,140000,3,1.0,1000,10560,1.0,0,0,3,7,1000,0,1955,0,98003,47.3217,-122.317,1190,9375,11.849404844423074,1955,2015,60,0.0946969696969697,-5788.2483789,0.26023547547900294,4
3362400125,2015-03-03,405000,3,2.0,1060,651,3.0,0,0,3,7,1060,0,2007,0,98103,47.6828,-122.345,1440,1501,12.91164481522143,2007,2015,8,1.6282642089093702,-5833.752166,0.17897573843245806,3
4027700853,2015-04-28,387500,6,2.0,2400,7684,1.0,0,0,3,6,1200,1200,1932,2005,98028,47.7705,-122.269,1290,9800,12.86747370841737,2005,2015,10,0.31233732431025507,-5840.8512645,0.21682993395280106,3
5422570760,2014-10-14,445000,3,1.75,1850,7056,2.5,0,0,4,8,1850,0,1979,0,98052,47.6602,-122.13,1970,7056,13.005831808336863,1979,2014,35,0.26218820861678005,-5820.740226,0.1302634236863266,0
42000130,2014-09-24,600000,5,4.5,4440,9784,2.0,0,0,3,10,4440,0,2012,0,98168,47.4702,-122.275,2720,10080,13.304686600863562,2012,2014,2,0.4538021259198692,-5804.418705,0.10910322686691941,1
8832900120,2014-12-22,600000,3,1.75,2300,12682,1.0,0,2,3,8,2300,0,1955,0,98028,47.7588,-122.27,2720,14643,13.304686600863562,1955,2014,59,0.1813594070335909,-5839.468476,0.20580166170588207,3
8563010300,2014-11-26,746000,4,2.75,2110,8190,1.5,0,0,5,8,2110,0,1966,0,98008,47.6269,-122.1,2420,8400,13.522482219667573,1966,2014,48,0.2576312576312576,-5815.24449,0.1319075165832017,0
7149400450,2015-01-12,287000,4,2.25,1980,7081,1.0,0,0,3,7,1470,510,1977,0,98032,47.3669,-122.288,1980,7081,12.567240979056246,1977,2015,38,0.2796215223838441,-5792.4034672,0.2074379090904946,4
9238450210,2014-06-23,326000,3,1.0,1030,9834,1.0,0,0,3,7,1030,0,1969,0,98072,47.7676,-122.164,1210,9875,12.694655727828803,1969,2014,45,0.10473866178564165,-5835.4810864,0.21285063264222184,3
1338600175,2014-05-07,940000,4,2.25,1890,5940,1.0,0,1,3,9,1470,420,1963,0,98112,47.6316,-122.303,2430,5940,13.753636218075409,1963,2014,51,0.3181818181818182,-5825.4875747999995,0.11368109733054081,3
4053200926,2014-12-05,357000,4,2.75,2700,49428,1.0,0,0,4,9,2700,0,1988,0,98042,47.3168,-122.079,2728,85905,12.785493861878301,1988,2014,26,0.05462490895848507,-5776.3876272,0.2788513965194162,2
5710500010,2014-06-10,490000,3,2.0,2220,10275,2.0,0,0,3,9,1640,580,1980,0,98027,47.5304,-122.055,2300,9975,13.102162710901053,1980,2014,34,0.21605839416058395,-5801.322972,0.16197690763548353,0
2025079033,2014-12-10,415000,1,2.0,3000,204732,2.5,0,2,3,8,3000,0,1979,0,98014,47.6331,-121.945,2330,213008,12.936036208848487,1979,2014,35,0.014653302854463396,-5808.6183795,0.2786719854500526,0
2547200190,2014-05-20,860000,4,2.75,3160,8097,2.0,0,0,3,9,3160,0,2014,0,98033,47.6709,-122.166,2200,8097,13.664688831019712,2014,2014,0,0.3902680004940101,-5823.7631694,0.12021493199257577,3
3241600015,2015-03-05,250000,3,1.0,1130,7800,1.0,0,0,3,7,1130,0,1952,0,98118,47.5239,-122.288,1170,7800,12.429220196836383,1952,2015,63,0.14487179487179488,-5811.6026832,0.0825598704432098,1
1239400650,2014-11-07,1242000,4,3.5,4700,10183,1.0,0,2,3,11,2660,2040,2002,0,98033,47.6728,-122.189,3770,9000,14.032234346628217,2002,2014,12,0.4615535696749484,-5825.0917592,0.11484662907900742,3
5419801120,2015-01-13,314000,3,2.75,1900,8200,2.0,0,0,4,7,1900,0,1984,0,98031,47.402,-122.183,1620,8200,12.657151449598695,1984,2015,31,0.23170731707317074,-5791.7185660000005,0.1617525271805932,2
1118000320,2015-05-08,3400000,4,4.0,4260,11765,2.0,0,0,3,11,3280,980,1939,2010,98112,47.638,-122.288,4260,10408,15.039286283703994,2010,2015,5,0.36209094772630684,-5825.555743999999,0.10691025596217596,3
6802210450,2015-03-31,272950,3,2.25,1570,9096,1.0,0,0,4,7,1180,390,1991,0,98022,47.1937,-121.99,1570,8418,12.517047570877859,1991,2015,24,0.17260334212840808,-5757.159463,0.43004499641809346,2
5458300685,2014-05-20,479000,3,2.5,1260,889,3.0,0,0,3,8,1260,0,2008,0,98109,47.6277,-122.345,1340,1324,13.079457964073546,2008,2014,6,1.4173228346456692,-5827.010956499999,0.14702540093713043,3
2301400276,2014-09-08,865000,4,2.5,2520,4950,2.0,0,0,3,8,2520,0,1906,2002,98117,47.6814,-122.359,1810,3500,13.670485941982712,2002,2014,12,0.509090909090909,-5834.2484226,0.1885559959933811,3
8035650500,2014-07-16,325000,4,2.5,2160,6825,2.0,0,0,3,8,2160,0,1994,0,98031,47.4111,-122.2,2020,7035,12.691583538230217,1994,2014,20,0.31648351648351647,-5793.63642,0.15029627630653034,2
4094800120,2014-06-19,1815000,5,3.0,3880,13000,2.0,0,0,3,10,3880,0,1972,2003,98040,47.5467,-122.234,3470,13701,14.411596576645124,2003,2014,11,0.29846153846153844,-5811.8233278,0.024340482989371894,1
7236100015,2014-05-20,259000,3,1.0,1320,8625,1.0,0,0,4,7,1320,0,1957,0,98056,47.4902,-122.179,1370,8295,12.464587201678082,1957,2014,57,0.15304347826086956,-5802.3051458,0.07878849984004216,2
5557320030,2014-09-24,229950,5,2.75,2000,5885,1.0,0,0,3,7,1260,740,1994,0,98023,47.3155,-122.347,1960,6514,12.345621521730086,1994,2014,20,0.33984706881903143,-5788.9094785,0.27892338368419417,4
1402660150,2014-12-03,412000,3,2.5,2210,7000,2.0,0,0,4,8,2210,0,1985,0,98058,47.4377,-122.132,2260,7224,12.928781055513184,1985,2014,29,0.3157142857142857,-5793.6611764,0.1479163739394205,2
2301400325,2015-04-07,760000,3,2.0,1810,4500,1.0,0,0,4,7,980,830,1906,0,98117,47.681,-122.359,1800,4500,13.541075028051122,1906,2015,109,0.4022222222222222,-5834.199478999999,0.18830026419237084,3
6150200005,2014-10-23,410500,3,1.0,1150,6800,1.0,0,0,3,7,1150,0,1954,0,98133,47.727,-122.339,1210,6800,12.925133643925246,1954,2014,60,0.16911764705882354,-5838.873452999999,0.20794728724081893,3
4232902595,2014-11-14,940000,3,1.5,2140,3600,2.0,0,0,3,9,1900,240,1925,0,98119,47.6337,-122.365,2020,4800,13.753636218075409,1925,2014,89,0.5944444444444444,-5828.6977005,0.16760555081190603,3
3782760080,2014-07-18,410000,4,2.25,2510,4090,2.0,0,0,3,8,1840,670,2012,0,98019,47.7345,-121.967,2070,4090,12.923914877701906,2012,2014,2,0.6136919315403423,-5822.0337615,0.30209152863693645,0
1836980160,2015-03-24,807100,4,2.5,2680,4499,2.0,0,0,3,9,2680,0,1999,0,98006,47.565,-122.125,2920,4500,13.601204094315538,1999,2015,16,0.5956879306512558,-5808.875625,0.08921362860986472,0
9221400335,2014-10-01,570000,4,1.75,2340,5080,1.0,0,0,5,7,1170,1170,1924,0,98115,47.6746,-122.32,1270,3270,13.25339339419516,1924,2014,90,0.46062992125984253,-5831.557072,0.15549347266653413,3
6669020490,2014-08-12,320000,4,2.25,2190,9020,2.0,0,0,3,8,2190,0,1978,0,98032,47.3742,-122.284,2170,8400,12.676079399771027,1978,2014,36,0.24279379157427938,-5793.1066728000005,0.19919517053597027,4
2025079045,2014-06-23,649000,2,1.75,2260,280962,2.0,0,2,3,9,1890,370,2005,0,98014,47.6359,-121.94,2860,219542,13.38318953651709,2005,2014,9,0.008043792398972103,-5808.721646,0.2842310492154437,0
1525069058,2014-06-26,568000,4,1.75,2110,265716,1.0,0,0,4,8,2110,0,1979,0,98053,47.657,-122.026,2110,110597,13.249878458265119,1979,2014,35,0.00794080898402806,-5815.393082,0.2113135052962845,0
5379802181,2014-11-19,193000,2,1.0,680,8640,1.0,0,0,4,5,680,0,1951,0,98188,47.4559,-122.289,1320,13140,12.170450649220749,1951,2014,63,0.0787037037037037,-5803.3345551,0.12883364115551746,1
7207900080,2014-08-08,424950,5,3.5,2760,3865,2.5,0,0,3,8,2760,0,2013,0,98056,47.5049,-122.17,2590,4587,12.95972914714203,2013,2014,1,0.7141009055627425,-5803.673633,0.07115528022645955,2
3544400236,2014-07-07,494000,2,1.0,1290,4650,1.0,0,0,4,7,1290,0,1906,0,98115,47.6877,-122.325,1640,3900,13.11029282045951,1906,2014,108,0.27741935483870966,-5833.3979025,0.1685735680689789,3
8682300890,2014-08-28,699800,2,2.5,2380,6600,1.0,0,0,3,8,2380,0,2010,0,98053,47.717,-122.02,1870,6600,13.458551287894412,2010,2014,4,0.3606060606060606,-5822.4283399999995,0.24919641848246463,0
952000055,2015-02-06,530000,3,1.0,1500,5750,1.5,0,0,4,7,1050,450,1927,0,98126,47.5677,-122.376,1500,5060,13.180634172318978,1927,2015,88,0.2608695652173913,-5821.1448552,0.16203837907892507,1
1423200110,2015-05-13,180000,2,1.0,800,9450,1.0,0,0,3,6,800,0,1958,0,98058,47.4563,-122.184,1090,9450,12.100717685412471,1958,2015,57,0.08465608465608465,-5798.400559199999,0.10868677576070257,2
1922000070,2014-06-09,1339000,4,2.5,4250,19387,2.0,0,2,4,9,3260,990,1972,0,98040,47.5578,-122.212,3690,17024,14.10743437149902,1972,2014,42,0.21921906432145252,-5812.1338536,0.003613449095578677,1
3423059140,2014-09-10,526000,4,2.25,2970,54450,2.0,0,0,3,8,2970,0,1983,1998,98058,47.4338,-122.146,2260,6465,13.173058392858724,1998,2014,16,0.05454545454545454,-5793.848934799999,0.14405205324336773,2
8039900180,2014-08-05,450000,3,2.0,1680,11250,1.0,0,0,4,8,1680,0,1967,0,98045,47.4861,-121.786,1760,12160,13.017005083966255,1967,2014,47,0.14933333333333335,-5783.1421746000005,0.43456810529159573,0
7394400080,2015-03-04,535000,4,3.25,2840,4000,2.0,0,3,3,9,2330,510,2014,0,98108,47.5529,-122.293,2160,4867,13.190023895035274,2014,2015,1,0.71,-5815.386799700001,0.07927636274611115,1
7853320950,2014-10-23,412500,3,2.0,1680,5246,1.0,0,0,3,7,1680,0,2007,0,98065,47.5206,-121.868,2430,6883,12.929993908996359,2007,2014,7,0.3202439954250858,-5791.2404808,0.34843044017546454,0
8964800330,2015-04-07,3000000,4,3.75,5090,14823,1.0,0,0,3,11,4180,910,2013,0,98004,47.62,-122.207,3030,12752,14.914123179965662,2013,2015,2,0.34338527963300275,-5819.497339999999,0.05969279021393799,3
104560010,2014-06-10,278500,4,2.5,1940,6206,2.0,0,0,3,7,1940,0,1990,0,98023,47.3063,-122.359,2060,7092,12.537176929007302,1990,2014,24,0.31260070899129877,-5788.351561699999,0.29279428458683965,4
7789000260,2014-08-22,269000,4,1.0,1610,8401,1.0,0,0,3,7,1610,0,1958,0,98056,47.5104,-122.165,1610,8401,12.502470376049185,1958,2014,56,0.1916438519223902,-5804.108016,0.07032270718613905,2
5009600010,2014-06-12,248000,4,2.5,1770,5855,2.0,0,0,3,7,1770,0,2003,0,98038,47.3483,-122.053,1790,5679,12.421188057397055,2003,2014,11,0.3023057216054654,-5779.0020599,0.2666166008374644,2
1926069143,2014-10-16,865000,4,3.25,3400,99170,1.0,0,0,4,8,2000,1400,1980,0,98072,47.7293,-122.099,3460,47920,13.670485941982712,1980,2014,34,0.034284561863466775,-5827.6998007,0.20412180980325637,0
7950304065,2015-03-09,260000,2,1.0,690,6000,1.0,0,0,3,6,690,0,1949,0,98118,47.5621,-122.283,840,3030,12.468440756144114,1949,2015,66,0.115,-5816.0362743000005,0.06890207971017838,1
824059277,2014-12-15,985000,3,3.5,2600,11920,2.0,0,0,5,8,2600,0,1969,0,98004,47.582,-122.194,2430,10050,13.800397935382136,1969,2014,45,0.2181208053691275,-5814.234908,0.029270902218333242,1
3820100284,2014-08-27,355000,3,3.0,1850,9600,1.0,0,0,3,7,1230,620,1981,0,98028,47.7717,-122.25,1970,10000,12.779875885354993,1981,2014,33,0.19270833333333334,-5840.090325,0.21399845669480033,3
461003251,2014-08-01,437000,3,2.25,1130,1221,2.0,0,0,3,8,1030,100,2004,0,98117,47.6799,-122.375,1300,5000,12.987690762404629,2004,2014,10,0.9254709254709255,-5834.8277625,0.2002149914196074,3
586000020,2014-08-28,830005,4,3.75,3610,7904,3.0,0,0,3,11,3290,320,1994,0,98117,47.6992,-122.385,2460,7300,13.629188208662315,1994,2014,20,0.4567307692307692,-5837.666592,0.21994584484245008,3
7696610240,2014-12-10,257000,4,1.5,1400,8500,2.0,0,0,3,7,1400,0,1975,0,98001,47.3314,-122.275,1580,7650,12.456835254920371,1975,2014,39,0.16470588235294117,-5787.446935000001,0.23727775065176007,4
8106300840,2014-07-21,485000,3,2.5,2870,5490,2.0,0,0,3,9,2870,0,2008,0,98055,47.4471,-122.207,3040,5442,13.091906231773164,2008,2014,6,0.5227686703096539,-5798.3677497,0.11385465054496917,2
7732410420,2014-06-17,809000,3,2.5,2590,7720,2.0,0,0,3,9,2590,0,1988,0,98007,47.659,-122.146,2600,9490,13.603555432133808,1988,2014,26,0.33549222797927464,-5821.356213999999,0.11956466581804437,0
9547202380,2014-09-02,707900,3,1.0,1750,5355,2.0,0,0,4,7,1750,0,1929,0,98115,47.6792,-122.31,2240,4590,13.470059532390184,1929,2014,85,0.32679738562091504,-5831.642952,0.15241126088131401,3
1099900030,2015-04-15,325000,5,2.75,2400,7904,1.0,0,0,3,7,1450,950,1992,0,98188,47.4683,-122.263,2400,7475,12.691583538230217,1992,2015,23,0.30364372469635625,-5803.6167629,0.1045649218453459,1
269001360,2015-04-22,775000,4,1.75,2320,5595,1.0,0,0,3,7,1510,810,1956,0,98199,47.6397,-122.388,1840,5596,13.560619598657233,1956,2015,59,0.41465594280607687,-5830.5276036,0.19097932828902586,3
3782760280,2014-10-02,366000,3,2.5,1790,4065,2.0,0,0,3,8,1790,0,2009,0,98019,47.7344,-121.965,2480,4252,12.810391344620207,2009,2014,5,0.4403444034440344,-5821.926096,0.3036725113056011,0
7443000640,2014-09-12,460000,3,1.75,1400,2003,1.0,0,0,4,8,700,700,1908,2006,98119,47.6508,-122.368,1370,1281,13.038983942375959,2006,2014,8,0.6989515726410385,-5830.933094399999,0.17830831656136745,3
1328330590,2015-04-20,346500,5,2.5,2020,8250,1.0,0,0,4,8,1430,590,1978,0,98058,47.4432,-122.135,1680,8959,12.755640983610817,1978,2015,37,0.24484848484848484,-5794.475232,0.1416773764484911,2
6411600069,2014-05-21,325000,3,1.0,990,6750,1.0,0,0,4,6,990,0,1947,0,98133,47.7125,-122.331,1440,6860,12.691583538230217,1947,2014,67,0.14666666666666667,-5836.7178375,0.1915629034474079,3
6918730130,2014-07-21,360000,3,1.75,1330,7482,1.0,0,0,4,7,1330,0,1975,0,98034,47.7322,-122.207,1480,8096,12.793862088206213,1975,2014,39,0.177759957230687,-5833.208965399999,0.17161507133017556,3
5561301150,2014-11-11,632000,5,3.0,3520,36558,2.0,0,0,4,8,2100,1420,1985,0,98027,47.4658,-122.007,3000,36558,13.356646255406224,1985,2014,29,0.09628535477870781,-5791.159860600001,0.22783178034082158,2
1656600280,2014-10-02,655000,4,2.5,3110,24466,2.0,0,0,3,9,3110,0,1997,0,98059,47.4898,-122.127,3080,22185,13.39239204133378,1997,2014,17,0.12711518025014307,-5799.7868046,0.1123379236167545,2
7430500110,2014-12-09,1378000,5,3.5,5150,12230,2.0,0,2,3,10,3700,1450,2007,0,98008,47.6249,-122.09,2940,13462,14.136144456244882,2007,2014,7,0.42109566639411283,-5814.524041,0.13971811688315203,0
8682301910,2014-07-22,389000,2,2.0,1340,4122,1.0,0,0,3,8,1340,0,2007,0,98053,47.7182,-122.022,1350,4273,12.871337193291367,2007,2014,7,0.32508491023774866,-5822.670200400001,0.24840066705610628,0
8129700644,2015-04-24,780000,3,4.0,2080,2250,3.0,0,4,3,8,2080,0,1997,0,98103,47.6598,-122.355,2080,2250,13.567050480716235,1997,2015,18,0.9244444444444444,-5831.414829,0.17223232147159628,3
203900920,2014-07-15,340000,3,2.0,1130,9879,2.0,0,0,3,6,1130,0,1996,0,98053,47.635,-121.964,1900,14907,12.73670383776449,1996,2014,18,0.11438404696831662,-5809.755139999999,0.26090505126093955,0
1525059112,2014-10-18,1008000,3,2.5,2240,41339,1.0,0,0,4,9,2240,0,1945,1992,98005,47.6483,-122.163,2900,45738,13.82347971967645,1992,2014,22,0.05418611964488739,-5820.859272899999,0.10139270433603055,0
9485750110,2014-09-18,366000,3,1.75,1680,6108,1.0,0,0,3,8,1680,0,1989,0,98055,47.4501,-122.208,2220,5664,12.810391344620207,1989,2014,25,0.275049115913556,-5798.7818208,0.11080101279442671,2
7904700128,2014-11-10,385000,3,3.5,1370,1540,2.0,0,0,3,8,1100,270,2006,0,98116,47.5638,-122.388,1370,915,12.861001210669146,2006,2014,8,0.8896103896103896,-5821.2383544,0.17391556181018836,1
3224079105,2014-08-06,430000,2,2.5,2420,60984,2.0,0,0,3,7,2420,0,2007,0,98027,47.5262,-121.943,1940,193842,12.971542813248437,2007,2014,7,0.03968253968253968,-5795.4874066,0.2733018938387908,0
3391500050,2014-07-03,1875000,4,3.25,3930,10929,2.0,0,0,3,10,3930,0,2006,0,98004,47.6259,-122.194,1780,9999,14.444119750719839,2006,2014,8,0.35959374142190503,-5819.5992246000005,0.06820041421786238,3
8651511250,2015-04-15,605000,3,2.25,1960,10139,2.0,0,0,3,8,1960,0,1984,0,98074,47.6481,-122.061,2080,9753,13.312985389904174,1984,2015,31,0.19331294999506854,-5815.9747341,0.17628453834001584,0
2525300200,2014-05-15,215000,3,1.0,1160,10384,1.0,0,0,4,6,1160,0,1969,0,98038,47.3634,-122.027,1200,9880,12.278397958261774,1969,2014,45,0.11171032357473036,-5779.6136117999995,0.2719388957242048,2
9524100207,2015-01-30,245000,2,1.5,690,1058,2.0,0,0,3,7,690,0,2005,0,98103,47.6951,-122.343,690,1058,12.409017571151187,2005,2015,10,0.6521739130434783,-5835.1616193,0.18619053528635518,3
1825069072,2015-04-30,964000,3,2.5,3630,9475,2.0,0,0,3,11,3630,0,1999,0,98074,47.6544,-122.085,3250,11605,13.778847610936543,1999,2015,16,0.38311345646437994,-5817.8874240000005,0.15950990325252717,0
2624049091,2015-03-13,2903000,5,2.5,3750,91681,2.0,1,4,3,10,3750,0,1925,0,98118,47.5379,-122.264,3540,24293,14.881255587477945,1925,2015,90,0.04090269521493003,-5812.1738055999995,0.05486509395149624,1
2695600070,2014-08-18,345000,2,1.0,1350,4494,1.0,0,0,3,7,920,430,1949,0,98126,47.5315,-122.38,1470,5225,12.75130259456002,1949,2014,65,0.30040053404539385,-5816.90497,0.16844442868472925,1
1741700040,2015-01-13,725000,3,1.0,1000,19969,1.0,0,0,3,7,1000,0,1951,0,98033,47.6745,-122.197,1370,7962,13.493928313146206,1951,2015,64,0.0500776203114828,-5825.6808765000005,0.1150473134843326,3
5649300120,2015-04-20,597500,4,3.0,1890,35280,1.0,0,0,3,9,1510,380,1979,0,98052,47.7112,-122.099,2730,34525,13.30051123642657,1979,2015,36,0.05357142857142857,-5825.4898088,0.18944966046035047,0
6400700389,2014-07-10,875000,5,3.0,2960,15152,2.0,0,0,3,9,2960,0,2004,0,98033,47.6689,-122.179,1850,9453,13.681980308196241,2004,2014,10,0.19535374868004224,-5824.1385331,0.11372361384900005,3
2346200050,2014-10-17,760369,5,2.5,2870,4712,2.0,0,0,3,9,2870,0,2014,0,98006,47.5463,-122.182,2870,6768,13.541560435898608,2014,2014,0,0.6090831918505942,-5809.3020266,0.03520568828519863,1
1843130360,2015-05-07,295000,3,2.5,2030,4867,2.0,0,0,3,7,2030,0,2003,0,98042,47.3747,-122.128,2030,5000,12.59473402514672,2003,2015,12,0.4170947195397576,-5785.7773615999995,0.20499565884277654,2
1796370180,2015-05-08,260000,3,2.25,1610,7423,2.0,0,0,4,7,1610,0,1990,0,98042,47.3713,-122.091,1530,8102,12.468440756144114,1990,2015,25,0.21689343931025193,-5783.609388299999,0.22592266527824867,2
1785400770,2014-08-25,500000,4,2.25,1960,12436,2.0,0,0,3,8,1960,0,1984,0,98074,47.6276,-122.037,1960,12436,13.122365377402328,1984,2014,30,0.15760694757156643,-5812.3294212,0.18931393519740156,0
7229800430,2014-07-23,379500,3,2.25,1830,25641,2.0,0,0,3,8,1830,0,1989,0,98059,47.4786,-122.112,1500,25641,12.846612510860464,1989,2014,25,0.07137007137007137,-5797.7068032,0.13104380296682314,2
8651441520,2015-03-02,220000,3,1.0,820,5200,1.0,0,0,4,6,820,0,1977,0,98042,47.363,-122.094,1120,5200,12.301387370778713,1977,2015,38,0.1576923076923077,-5782.738122,0.2313543786370897,2
1400700150,2014-07-22,730000,4,2.5,3550,35689,2.0,0,0,4,9,3550,0,1991,0,98077,47.7503,-122.074,3350,35711,13.500801182986649,1991,2014,23,0.09947042506094315,-5829.070122200001,0.23572681186492112,0
4399200100,2015-04-28,288000,3,2.25,1560,9706,1.0,0,0,4,7,1560,0,1963,0,98002,47.3191,-122.213,1510,9706,12.570719231334277,1963,2015,52,0.16072532454152072,-5783.009168299999,0.24163489372007943,4
537000325,2014-11-04,475000,3,2.5,2420,36862,1.0,0,0,4,8,1530,890,1957,0,98003,47.3264,-122.308,1670,9046,13.07107218827772,1957,2014,57,0.06565026314361673,-5788.3973312,0.2524414697337957,4
9828202545,2015-01-27,490000,3,1.5,1970,3400,1.5,0,0,4,8,1420,550,1929,0,98122,47.6163,-122.292,1940,4000,13.102162710901053,1929,2015,86,0.5794117647058824,-5823.092559600001,0.095678546748263,3
2141310490,2015-01-02,625000,3,2.25,1920,8412,1.0,0,2,3,8,1460,460,1977,0,98006,47.5578,-122.132,2490,8700,13.345508528717259,1977,2015,38,0.2282453637660485,-5808.3292296,0.0821638378715239,0
1604601803,2015-04-08,525000,3,2.75,2130,1400,2.0,0,0,3,9,1080,1050,2010,0,98118,47.5661,-122.29,1880,3132,13.171155446333852,2010,2015,5,1.5214285714285714,-5816.8583690000005,0.0760780977439313,1
3205400150,2014-06-17,402000,3,1.5,1450,7375,1.0,0,0,3,7,1010,440,1968,0,98034,47.7212,-122.179,1350,7440,12.904209855160254,1968,2014,46,0.19661016949152543,-5830.528494800001,0.16426407964804704,3
1941400080,2014-10-20,277000,3,2.25,1610,11920,1.0,0,0,4,7,1110,500,1968,0,98032,47.3683,-122.279,1690,11839,12.531776395271262,1968,2014,46,0.13506711409395974,-5792.148355699999,0.2030781191998779,4
1952200410,2014-11-19,960000,3,2.5,2010,6857,1.0,0,0,4,9,1450,560,1955,0,98102,47.6402,-122.314,2380,6370,13.774689605110144,1955,2014,59,0.2931311068980604,-5827.0634228,0.1276433421407308,3
3881900317,2015-01-23,579000,4,3.25,1900,2631,2.0,0,0,3,9,1250,650,2014,0,98144,47.5869,-122.311,1710,4502,13.269059483669357,2014,2015,1,0.7221588749524895,-5820.4013259,0.10035999662836279,1
1997200060,2014-09-08,270000,1,1.0,720,5196,1.0,0,0,3,7,720,0,1911,0,98103,47.6928,-122.337,1580,5762,12.506180941677357,1911,2014,103,0.13856812933025403,-5834.5940736,0.18039803802944632,3
3226049270,2015-03-04,585000,4,2.5,2160,8158,1.0,0,0,4,8,1660,500,1952,0,98115,47.6948,-122.328,1520,7208,13.279368835614243,1952,2015,63,0.26477077715126257,-5834.4094944,0.1759111414606977,3
7206900075,2014-08-18,200000,5,1.75,1770,15525,1.0,0,0,4,7,1770,0,1959,0,98059,47.5025,-122.142,1370,10395,12.206077645517674,1959,2014,55,0.11400966183574879,-5802.050354999999,0.09268804052877673,2
5409800140,2015-02-17,410500,4,2.5,3362,8601,2.0,0,0,3,8,3362,0,2004,0,98003,47.2592,-122.304,2770,8601,12.925133643925246,2004,2015,11,0.3908847808394373,-5779.9891968,0.3146453459688998,4
4140500180,2014-06-04,545000,5,2.5,2730,17240,1.0,0,0,5,7,1660,1070,1958,0,98028,47.7646,-122.267,2250,13200,13.208542908506082,1958,2014,56,0.1583526682134571,-5840.0343482,0.2106162809931931,3
1545808960,2015-01-06,237500,3,2.0,1350,8960,1.0,0,0,4,7,1350,0,1986,0,98038,47.3614,-122.045,1470,8288,12.377927112974284,1986,2015,29,0.15066964285714285,-5780.222063,0.2614040522412238,2
6672500040,2014-08-11,334500,3,2.0,1700,8160,1.0,0,0,3,7,1120,580,1961,0,98133,47.74,-122.339,1740,8181,12.720395148082574,1961,2014,53,0.20833333333333334,-5840.46386,0.21848119713227482,3
1822059382,2015-01-02,243000,3,1.75,1320,10416,1.0,0,0,3,7,1320,0,1996,0,98031,47.3902,-122.208,1670,7991,12.400820837540556,1996,2015,19,0.12672811059907835,-5791.4615616,0.17064181330458528,2
8682291680,2015-03-17,558000,2,1.75,1930,4601,1.0,0,0,3,8,1930,0,2006,0,98053,47.7196,-122.022,1670,4500,13.232116033476537,2006,2015,9,0.419474027385351,-5822.8410312000005,0.24929051496076993,0
7888300340,2014-11-24,216000,3,1.0,1730,7950,1.0,0,0,4,7,1180,550,1961,0,98198,47.3644,-122.312,1830,8890,12.283038316285214,1961,2014,53,0.21761006289308177,-5793.2344928,0.21938219171719395,4
9512200420,2014-07-21,390000,4,2.5,2154,4153,2.0,0,0,3,9,2154,0,2012,0,98058,47.4557,-122.13,2154,4091,12.873904582205107,2012,2014,2,0.5186612087647484,-5795.764641,0.13456052733491997,2
8165501620,2014-12-18,348500,2,2.25,1550,1824,2.0,0,0,3,8,1550,0,2007,0,98106,47.5396,-122.368,1460,1826,12.761396378619057,2007,2014,7,0.8497807017543859,-5817.3257728,0.1553326996358529,1
9550200155,2015-04-07,887200,3,1.0,1400,5100,1.5,0,0,3,7,1400,0,1900,0,98103,47.6677,-122.333,1740,3060,13.695826842159228,1900,2015,115,0.27450980392156865,-5831.3327441,0.15992672516058454,3
3188100400,2014-06-03,530000,3,1.75,1250,6041,1.5,0,0,5,7,1250,0,1942,0,98115,47.69,-122.304,1180,6042,13.180634172318978,1942,2014,72,0.2069193842079126,-5832.67776,0.15744863257632308,3
7227501645,2014-06-03,230000,3,2.0,1440,5600,1.0,0,0,4,6,720,720,1942,2007,98056,47.4947,-122.185,1120,5700,12.345838935721968,2007,2014,7,0.2571428571428571,-5803.1399195,0.07216473327157813,2
1425069071,2015-03-23,875000,4,2.5,3230,256132,2.0,0,0,3,9,3230,0,2006,0,98053,47.6544,-121.998,3080,217800,13.681980308196241,2006,2015,9,0.012610685115487326,-5813.7414912,0.2355372781716051,0
6821102340,2015-05-04,415000,3,1.5,1360,1795,2.0,0,0,3,7,1360,0,1945,0,98199,47.6471,-122.397,1580,1795,12.936036208848487,1945,2015,70,0.7576601671309192,-5831.8620987,0.20225621950109635,3
2591700037,2015-02-12,746000,3,1.75,1910,12321,1.0,0,0,4,7,1100,810,1952,0,98004,47.5995,-122.198,1910,11761,13.522482219667573,1952,2015,63,0.15501988474961448,-5816.563700999999,0.04198228136141406,1
